-0.463973, -1.42905, -1.28893, -1.6129, -1.5116, -1.45832, -1.31077, -1.28767, -1.26133, -1.22764, -1.07648, -0.886492, -0.724861, -0.545914, -0.314003, -0.0197739, 0.266107, 0.465234, 0.542195, 0.51796, 0.445148, 0.372278, 0.325858, 0.311445, 0.323737, 0.353476, 0.388255, 0.412257, 0.410436, 0.376581, 0.318777, 0.256105, 0.207168, 0.178203, 0.159627, 0.133512, 0.0859887, 0.0151856, -0.0703207, -0.159376, -0.244562, -0.321776, -0.385133, -0.424147, -0.427999, -0.394443, -0.335355, -0.272545, -0.225326, -0.198644, -0.180818, -0.15256, -0.100149, -0.0228982, 0.0695324, 0.165688, 0.25829, 0.342866, 0.412164, 0.453973, 0.456764, 0.419508, 0.356739, 0.292675, 0.247124, 0.223281, 0.20673, 0.176279, 0.118114, 0.0327224, -0.0691524, -0.17604, -0.281562, -0.382323, -0.47217, -0.541029, -0.581743, -0.599151, -0.610762, -0.633605, -0.663855, -0.666476, -0.588857, -0.398556, -0.123225, 0.147922, 0.303068, 0.29783, 0.184955, 0.0565897, -0.0147199, -0.07856, -0.162134, -0.135402, -0.00976824, -0.0124147, 0.00757497, -0.407266, -0.380006, -0.390724, 9.75014
1.23405, 1.5435, 0.936687, 0.804596, 0.981736, 0.861841, 0.672951, 0.494509, 0.387785, 0.291007, 0.00193672, -0.213724, -0.449055, -0.757463, -0.643028, -0.754757, -0.555724, -0.552264, -0.548043, -0.615597, -0.752348, -0.84645, -0.927316, -0.917743, -0.854724, -0.730342, -0.573577, -0.387097, -0.175941, 0.0578944, 0.301014, 0.531889, 0.728973, 0.881649, 0.992789, 1.07148, 1.12201, 1.13865, 1.11041, 1.03113, 0.905589, 0.746362, 0.564621, 0.363746, 0.141885, -0.0987751, -0.34482, -0.573846, -0.765184, -0.910411, -1.01475, -1.08824, -1.1343, -1.14554, -1.1101, -1.0224, -0.888698, -0.72255, -0.534878, -0.32811, -0.100091, 0.14579, 0.393967, 0.620548, 0.805373, 0.942353, 1.03926, 1.10716, 1.14841, 1.15386, 1.11048, 1.01415, 0.871741, 0.70164, 0.508365, 0.308437, 0.0727008, -0.145325, -0.412972, -0.590468, -0.835566, -0.97734, -1.18057, -1.40575, -1.42541, -1.6024, -1.23066, -1.09978, -0.753133, -0.715707, -0.749724, -0.891772, -0.597796, -0.277649, -0.0340065, 0.250821, 0.651841, 1.41099, 1.33052, 1.02938, 9.75014
-0.989867, -0.988356, -1.41667, -1.07716, -1.28242, -0.993035, -1.04472, -1.00157, -0.939343, -0.760896, -0.599055, -0.459356, -0.46261, -0.3062, -0.0893132, 0.180578, 0.458871, 0.564354, 0.604505, 0.519692, 0.429424, 0.338883, 0.285242, 0.263235, 0.263859, 0.274779, 0.282062, 0.276106, 0.250257, 0.205144, 0.148033, 0.090805, 0.044271, 0.0130444, -0.00639401, -0.0230084, -0.0458883, -0.079716, -0.123452, -0.172008, -0.218737, -0.256808, -0.279461, -0.280646, -0.257194, -0.211646, -0.153255, -0.0952719, -0.0492305, -0.0194971, -0.00163152, 0.0143719, 0.0382064, 0.07453, 0.121848, 0.174514, 0.225377, 0.267071, 0.292167, 0.293967, 0.269091, 0.220673, 0.159292, 0.0996485, 0.0540206, 0.0263543, 0.0108541, -0.00399981, -0.0288246, -0.0683073, -0.120501, -0.179103, -0.237026, -0.286553, -0.322198, -0.337365, -0.33547, -0.321613, -0.314043, -0.329858, -0.353356, -0.402911, -0.353795, -0.289434, -0.0383614, 0.180363, 0.37203, 0.428904, 0.228187, 0.0356651, -0.151776, -0.257799, -0.316445, -0.349093, -0.51233, -0.155829, -0.27518, -0.197523, -0.685207, -0.599477, 9.75014
1.00837, 1.02674, 0.87263, 0.708269, 0.755843, 0.629094, 0.495816, 0.240742, 0.394832, 0.269469, 0.0365168, -0.239317, -0.500908, -0.749998, -0.60045, -0.636969, -0.450545, -0.463125, -0.491121, -0.574323, -0.698084, -0.771655, -0.823899, -0.798025, -0.727933, -0.608595, -0.463337, -0.293273, -0.101919, 0.108422, 0.324577, 0.525903, 0.692246, 0.814164, 0.895384, 0.946156, 0.972922, 0.97295, 0.937884, 0.86229, 0.749213, 0.607924, 0.44655, 0.267095, 0.0680781, -0.147317, -0.365315, -0.564197, -0.724478, -0.838703, -0.912834, -0.958146, -0.980468, -0.975666, -0.934515, -0.851942, -0.732082, -0.584919, -0.418297, -0.233431, -0.0287184, 0.19141, 0.411106, 0.607237, 0.760773, 0.866451, 0.932714, 0.971994, 0.9894, 0.979281, 0.931276, 0.841263, 0.713544, 0.561741, 0.38779, 0.204461, -0.0125972, -0.215244, -0.454749, -0.603871, -0.788035, -0.855608, -0.955724, -1.07252, -1.05689, -1.2422, -1.03057, -1.03195, -0.772809, -0.66041, -0.558489, -0.664294, -0.419181, -0.319731, 0.0856062, 0.156224, 0.600606, 0.881384, 0.979572, 1.17777, 9.75014
-1.0013, -0.478833, -1.17698, -0.945459, -0.839398, -0.736838, -0.784164, -0.752057, -0.507505, -0.348829, -0.197902, -0.117179, -0.201496, -0.0338608, 0.13416, 0.321445, 0.538442, 0.559523, 0.593951, 0.501006, 0.430172, 0.342974, 0.287186, 0.253136, 0.235104, 0.219594, 0.193714, 0.154795, 0.106175, 0.0551764, 0.00614896, -0.0402458, -0.0847095, -0.125496, -0.157975, -0.178043, -0.186332, -0.188874, -0.192908, -0.200969, -0.208212, -0.205469, -0.185734, -0.148931, -0.101353, -0.0507511, -0.00157932, 0.0456679, 0.0911219, 0.132063, 0.163163, 0.180588, 0.186131, 0.187074, 0.191092, 0.200062, 0.207964, 0.204852, 0.183833, 0.145534, 0.0967917, 0.0452757, -0.00502703, -0.053771, -0.100473, -0.141353, -0.170454, -0.184436, -0.186577, -0.185617, -0.189802, -0.200111, -0.209737, -0.207473, -0.189008, -0.154749, -0.118763, -0.087704, -0.0708474, -0.0775315, -0.0734027, -0.124067, -0.0696908, -0.103346, 0.0773279, 0.173388, 0.330833, 0.416364, 0.238578, 0.0584839, -0.206625, -0.332077, -0.424969, -0.483159, -0.559347, -0.59307, -0.521208, -0.0816489, -0.691925, -0.771505, 9.75014
0.871843, 0.464387, 0.708094, 0.395266, 0.546089, 0.259379, 0.268581, 0.225692, 0.214285, 0.199352, -0.0849671, -0.353525, -0.491302, -0.643829, -0.482131, -0.484288, -0.370713, -0.395773, -0.429354, -0.485254, -0.551694, -0.579914, -0.589426, -0.550076, -0.482184, -0.382631, -0.264116, -0.126184, 0.029004, 0.197572, 0.366335, 0.516258, 0.629885, 0.699923, 0.731392, 0.736088, 0.723661, 0.696175, 0.649627, 0.579864, 0.487065, 0.375032, 0.246954, 0.102842, -0.0578402, -0.230131, -0.399908, -0.547143, -0.654867, -0.717481, -0.742003, -0.741347, -0.72496, -0.693915, -0.643406, -0.569233, -0.472031, -0.355859, -0.223592, -0.0747562, 0.0910013, 0.267425, 0.438507, 0.582963, 0.68418, 0.738444, 0.755051, 0.748239, 0.727258, 0.692148, 0.637079, 0.558118, 0.455615, 0.335667, 0.196899, 0.0464126, -0.131104, -0.299364, -0.485809, -0.596398, -0.709344, -0.71608, -0.72725, -0.733109, -0.673098, -0.783598, -0.679333, -0.784754, -0.648671, -0.590693, -0.411328, -0.316396, -0.204636, -0.0763561, 0.0467518, 0.166687, 0.612679, 0.419754, 0.818686, 0.637761, 9.75014
-0.653812, -0.617782, -0.714789, -0.835958, -0.499951, -0.559424, -0.533324, -0.434935, -0.149531, 0.00299949, 0.0312865, 0.152665, 0.0478963, 0.202815, 0.309301, 0.381214, 0.525223, 0.494944, 0.541874, 0.476806, 0.44578, 0.379303, 0.329719, 0.282611, 0.241687, 0.195943, 0.139414, 0.0744282, 0.00977164, -0.0459039, -0.0918107, -0.134745, -0.182224, -0.234291, -0.281688, -0.312056, -0.318957, -0.305973, -0.282529, -0.25542, -0.22369, -0.181323, -0.12496, -0.0592897, 0.00514323, 0.0599146, 0.105239, 0.148866, 0.197984, 0.251168, 0.297602, 0.324507, 0.326483, 0.308747, 0.281688, 0.251794, 0.217094, 0.171007, 0.110744, 0.042245, -0.023172, -0.0776019, -0.122716, -0.167383, -0.218475, -0.272896, -0.318066, -0.340756, -0.336795, -0.313288, -0.281806, -0.248406, -0.210296, -0.159957, -0.0966553, -0.0271033, 0.0333242, 0.0762227, 0.106388, 0.114979, 0.153557, 0.125988, 0.199709, 0.116082, 0.224937, 0.18717, 0.253168, 0.314591, 0.169163, 0.0812341, -0.140368, -0.299919, -0.458039, -0.392222, -0.574733, -0.726205, -0.475657, -0.460233, -0.580258, -0.778118, 9.75014
0.39515, 0.353518, 0.281233, 0.254758, 0.150387, 0.174256, 0.0108018, 0.109006, 0.015361, -0.161885, -0.203677, -0.434666, -0.380672, -0.412548, -0.332216, -0.315687, -0.299053, -0.313001, -0.319763, -0.322669, -0.311645, -0.290095, -0.257632, -0.213504, -0.158523, -0.0922078, -0.0147666, 0.0751168, 0.176652, 0.284358, 0.386127, 0.466252, 0.511698, 0.518205, 0.491883, 0.445276, 0.390633, 0.334865, 0.278843, 0.220116, 0.155902, 0.0840403, 0.0023556, -0.0912105, -0.196202, -0.306308, -0.408363, -0.485946, -0.52633, -0.526513, -0.494193, -0.443025, -0.385479, -0.327979, -0.270719, -0.210782, -0.145144, -0.071406, 0.0129312, 0.110061, 0.219047, 0.332349, 0.435272, 0.510407, 0.545248, 0.538198, 0.498813, 0.442122, 0.380949, 0.321255, 0.262443, 0.201149, 0.133732, 0.0580745, -0.030114, -0.130229, -0.24609, -0.358011, -0.465729, -0.523101, -0.553363, -0.512127, -0.457504, -0.384225, -0.313301, -0.317621, -0.292561, -0.387716, -0.35213, -0.414276, -0.207782, -0.164968, 0.0423381, 0.143587, 0.0957459, 0.307383, 0.300525, 0.410133, 0.401668, 0.376585, 9.75014
-0.505213, -0.560048, -0.449446, -0.453373, -0.396335, -0.308142, -0.272019, -0.0642242, 0.020205, 0.175275, 0.134084, 0.250712, 0.240341, 0.309069, 0.369967, 0.352441, 0.424665, 0.391072, 0.450676, 0.433258, 0.452089, 0.422656, 0.39669, 0.348785, 0.29607, 0.2307, 0.158032, 0.0817854, 0.0103521, -0.0516857, -0.105924, -0.159597, -0.219314, -0.284766, -0.347123, -0.39369, -0.415159, -0.409939, -0.382726, -0.339451, -0.283457, -0.216033, -0.139982, -0.0618417, 0.0102752, 0.0719146, 0.125832, 0.180015, 0.240957, 0.307253, 0.368757, 0.412119, 0.428417, 0.41708, 0.383702, 0.334509, 0.272736, 0.199755, 0.118972, 0.0377581, -0.0354408, -0.0967986, -0.15036, -0.205134, -0.267518, -0.334863, -0.395456, -0.43512, -0.445318, -0.426649, -0.385744, -0.329256, -0.260269, -0.180607, -0.093867, -0.0101975, 0.064919, 0.119659, 0.175477, 0.207736, 0.281692, 0.287114, 0.373697, 0.295844, 0.348575, 0.223604, 0.218337, 0.187095, 0.0947646, 0.11166, -0.0406594, -0.122198, -0.276499, -0.245951, -0.476605, -0.384698, -0.476421, -0.525846, -0.497916, -0.481755, 9.75014
0.0372032, 0.0352232, -0.00462121, -0.0396114, -0.0956893, -0.177252, -0.132702, -0.292506, -0.239758, -0.456093, -0.297285, -0.330715, -0.22041, -0.153406, -0.196735, -0.173607, -0.222616, -0.204914, -0.164052, -0.108737, -0.0232756, 0.0406975, 0.107927, 0.15095, 0.1888, 0.217418, 0.247957, 0.281301, 0.318136, 0.352362, 0.374935, 0.375666, 0.347647, 0.29019, 0.209718, 0.117772, 0.0271938, -0.0517883, -0.114026, -0.159873, -0.193925, -0.222835, -0.25284, -0.287385, -0.325315, -0.36034, -0.382421, -0.381076, -0.349504, -0.287718, -0.203124, -0.108183, -0.0162739, 0.0623675, 0.123061, 0.166907, 0.199298, 0.227521, 0.258107, 0.294344, 0.334441, 0.371147, 0.393446, 0.390256, 0.354846, 0.288, 0.198328, 0.0994762, 0.00557945, -0.0730424, -0.132169, -0.173891, -0.204306, -0.23204, -0.262626, -0.30151, -0.340806, -0.38009, -0.392519, -0.385962, -0.329101, -0.250711, -0.152151, -0.0415733, 0.0022696, 0.0706266, 0.028002, 0.021719, 0.00863227, -0.025124, 0.0787621, 0.0348452, 0.20522, 0.104271, 0.25015, 0.191317, 0.1602, 0.124597, 0.08942, 0.0985861, 9.75014
